Geo Point;Geo Shape;nom;num_station;nb_bornettes;en_service;rue;mot_directeur;no;nrivoli;commune;code_insee;locations_2016;oid;locations_2019
43.6048803141,1.4452839319;"{""type"": ""MultiPoint"", ""coordinates"": [[1.445283931896369, 43.604880314142]]}";LAFAYETTE;2;22;oui;RUE LAFAYETTE;LAFAYETTE (RUE LAFAYETTE);21;3105554920;Toulouse;31555;65710;287;55297
43.5995226263,1.4454725045;"{""type"": ""MultiPoint"", ""coordinates"": [[1.445472504499364, 43.59952262633322]]}";PLACE ROUAIX;25;17;oui;RUE DES TOURNEURS;TOURNEURS (RUE DES TOURNEURS);1;3105558536;Toulouse;31555;42992;289;47470
43.6032696509,1.44550808378;"{""type"": ""MultiPoint"", ""coordinates"": [[1.44550808377576, 43.60326965092052]]}";POMME;3;19;oui;RUE DE LA POMME;POMME (RUE DE LA POMME);62;3105556988;Toulouse;31555;63413;294;53611
43.5998933097,1.42946748828;"{""type"": ""MultiPoint"", ""coordinates"": [[1.429467488283192, 43.59989330966798]]}";JARDIN RAYMOND VI;81;33;oui;ALL CHARLES DE FITTE;FITTE (ALL CHARLES DE FITTE);76;3105551920;Toulouse;31555;18722;302;16201
43.605654716,1.42824720785;"{""type"": ""MultiPoint"", ""coordinates"": [[1.428247207846001, 43.605654715976485]]}";SEJOURNE  -  AMIDONNIERS;83;15;oui;AV PAUL SEJOURNE;SEJOURNE (AV PAUL SEJOURNE);2;3105556648;Toulouse;31555;37976;308;27875
43.6068755457,1.43072063283;"{""type"": ""MultiPoint"", ""coordinates"": [[1.430720632828121, 43.606875545667684]]}";LECLERC -  BARCELONE;85;20;oui;BD DU MARECHAL LECLERC;LECLERC (BD DU MARECHAL LECLERC);2;3105555656;Toulouse;31555;32145;309;22938
43.6057674225,1.44648864765;"{""type"": ""MultiPoint"", ""coordinates"": [[1.44648864765214, 43.605767422524906]]}";PLACE VICTOR HUGO;7;26;oui;RUE DU REMPART VILLENEUVE;VILLENEUVE (RUE DU REMPART VILLENEUVE);6;3105557388;Toulouse;31555;24768;325;18398
43.6095960569,1.44608782302;"{""type"": ""MultiPoint"", ""coordinates"": [[1.446087823020401, 43.60959605693229]]}";SAINT LAZARE;34;17;oui;PETITE-RUE SAINT LAZARE;LAZARE (PETITE-RUE SAINT LAZARE);2;3105557876;Toulouse;31555;25102;330;8859
43.6270624409,1.43402945575;"{""type"": ""MultiPoint"", ""coordinates"": [[1.434029455745733, 43.62706244089111]]}";BARRIERE DE PARIS;125;20;oui;BRE DE PARIS;PARIS (BRE DE PARIS);00;310555B279;Toulouse;31555;16780;333;18715
43.6029215981,1.45172699116;"{""type"": ""MultiPoint"", ""coordinates"": [[1.451726991157842, 43.602921598097005]]}";CARNOT ROLAND;22;20;oui;BD LAZARE CARNOT;CARNOT (BD LAZARE CARNOT);24;3105555132;Toulouse;31555;10516;339;10159
43.6046781027,1.44952828207;"{""type"": ""MultiPoint"", ""coordinates"": [[1.449528282070613, 43.60467810271863]]}";CARNOT -  TROIS JOURNEES;20;27;oui;BD LAZARE CARNOT;CARNOT (BD LAZARE CARNOT);69;3105555132;Toulouse;31555;26414;340;25221
43.5978399224,1.45165488886;"{""type"": ""MultiPoint"", ""coordinates"": [[1.451654888855737, 43.59783992243565]]}";PALAIS NIEL;44;20;oui;ALL FORAIN FRANCOIS VERDIER;VERDIER (ALL FORAIN FRANCOIS VERDIER);1;3105553396;Toulouse;31555;10252;342;8984
43.5951394323,1.43254537056;"{""type"": ""MultiPoint"", ""coordinates"": [[1.432545370556561, 43.59513943226877]]}";FITTE -  CUGNAUX;72;18;oui;ALL CHARLES DE FITTE;FITTE (ALL CHARLES DE FITTE);23;3105551920;Toulouse;31555;8168;351;8280
43.5966227093,1.45560757526;"{""type"": ""MultiPoint"", ""coordinates"": [[1.455607575263943, 43.596622709250916]]}";SABATIER - PORT ST SAUVEUR;100;19;oui;ALL PAUL SABATIER;SABATIER (ALL PAUL SABATIER);16;3105556644;Toulouse;31555;20947;358;17777
43.6045672253,1.45371722347;"{""type"": ""MultiPoint"", ""coordinates"": [[1.453717223468111, 43.60456722531125]]}";COLOMBETTE;40;17;oui;RUE DE LA COLOMBETTE;COLOMBETTE (RUE DE LA COLOMBETTE);41;3105552192;Toulouse;31555;32715;362;29358
43.6126464509,1.44845740689;"{""type"": ""MultiPoint"", ""coordinates"": [[1.448457406890869, 43.61264645090912]]}";ROQUELAINE;60;21;oui;PL ROQUELAINE;ROQUELAINE (PL ROQUELAINE);32;3105557600;Toulouse;31555;23566;367;23682
43.6096633889,1.44695335979;"{""type"": ""MultiPoint"", ""coordinates"": [[1.446953359788837, 43.609663388943005]]}";PLACE JEANNE D'ARC;35;20;oui;RUE RAYMOND IV;RAYMOND IV (RUE RAYMOND IV);1;3105557320;Toulouse;31555;18099;368;22939
43.6084261192,1.42386267118;"{""type"": ""MultiPoint"", ""coordinates"": [[1.423862671181387, 43.60842611920049]]}";BRIENNE  -  PASSERELLE;106;15;oui;ALL DE BRIENNE;BRIENNE (ALL DE BRIENNE);99;3105551424;Toulouse;31555;20097;377;17761
43.6103128937,1.42043916058;"{""type"": ""MultiPoint"", ""coordinates"": [[1.420439160583489, 43.61031289373867]]}";BARCELONE - PONT JUMEAUX;120;20;oui;ALL DE BARCELONE;BARCELONE (ALL DE BARCELONE);152;3105550840;Toulouse;31555;22973;383;15571
43.5975150929,1.42871240964;"{""type"": ""MultiPoint"", ""coordinates"": [[1.428712409642748, 43.59751509289087]]}";BILLIERES  -  CHAMPETRE;105;17;oui;AV ETIENNE BILLIERES;BILLIERES (AV ETIENNE BILLIERES);12;3105553116;Toulouse;31555;19595;388;14544
43.5967115559,1.42430427461;"{""type"": ""MultiPoint"", ""coordinates"": [[1.424304274606454, 43.59671155589376]]}";BILLIERES -  PATTE D OIE;130;16;oui;AV ETIENNE BILLIERES;BILLIERES (AV ETIENNE BILLIERES);66T;3105553116;Toulouse;31555;21237;395;21848
43.593531204,1.4530424939;"{""type"": ""MultiPoint"", ""coordinates"": [[1.45304249390177, 43.59353120399918]]}";MISTRAL -  FLEURANCE;102;20;oui;ALL FREDERIC MISTRAL;MISTRAL (ALL FREDERIC MISTRAL);18;3105553584;Toulouse;31555;16925;400;13661
43.5897092409,1.45595100743;"{""type"": ""MultiPoint"", ""coordinates"": [[1.455951007426741, 43.589709240949425]]}";DEMOISELLES - BEGUE;127;16;oui;RUE BEGUE DAVID;DAVID (RUE BEGUE DAVID);1;3105550980;Toulouse;31555;13516;405;11646
43.6023178414,1.4255371289;"{""type"": ""MultiPoint"", ""coordinates"": [[1.425537128903928, 43.60231784140225]]}";THEATRE GARONNE;95;20;oui;AV DU CHATEAU D EAU;EAU (AV DU CHATEAU D EAU);4;3105551976;Toulouse;31555;15859;411;15219
43.5935151103,1.42999124571;"{""type"": ""MultiPoint"", ""coordinates"": [[1.429991245708001, 43.59351511032742]]}";SAINTE LUCIE;37;18;oui;RUE SAINTE LUCIE;LUCIE (RUE SAINTE LUCIE);38;3105558040;Toulouse;31555;11609;412;9000
43.5878725608,1.42458263002;"{""type"": ""MultiPoint"", ""coordinates"": [[1.424582630015673, 43.58787256081305]]}";DEODAT DE SEVERAC;142;20;oui;BD DEODAT DE SEVERAC;SEVERAC (BD DEODAT DE SEVERAC);52;3105552600;Toulouse;31555;9483;417;7112
43.5797667669,1.46001451741;"{""type"": ""MultiPoint"", ""coordinates"": [[1.460014517407888, 43.57976676688246]]}";METRO SAOUZELONG;164;20;oui;AV ALBERT BEDOUCE;BEDOUCE (AV ALBERT BEDOUCE);77;3105550112;Toulouse;31555;8985;436;7715
43.576865802,1.46013616858;"{""type"": ""MultiPoint"", ""coordinates"": [[1.460136168583297, 43.576865801990664]]}";AVIONS LIBELLULES;165;15;oui;AV DES AVIONS;AVIONS (AV DES AVIONS);35;3105550732;Toulouse;31555;3010;439;3023
43.6398670499,1.45228507176;"{""type"": ""MultiPoint"", ""coordinates"": [[1.452285071755724, 43.63986704989834]]}";METRO BOURGES MAUNOURY;175;30;oui;AV MAURICE BOURGES MAUNOURY;MAUNOURY (AV MAURICE BOURGES MAUNOURY);00;3105555789;Toulouse;31555;8090;443;9358
43.6241068134,1.45467901612;"{""type"": ""MultiPoint"", ""coordinates"": [[1.454679016117744, 43.6241068133502]]}";LAPUJADE FLANDRES;167;18;oui;CHE DE LAPUJADE;LAPUJADE (CHE DE LAPUJADE);98;3105555028;Toulouse;31555;8048;446;9316
43.6285741118,1.44819976763;"{""type"": ""MultiPoint"", ""coordinates"": [[1.448199767632987, 43.62857411176388]]}";MAUNOURY PISAN;153;18;oui;AV MAURICE BOURGES MAUNOURY;MAUNOURY (AV MAURICE BOURGES MAUNOURY);9;3105555789;Toulouse;31555;6829;447;7722
43.592964434,1.44530594719;"{""type"": ""MultiPoint"", ""coordinates"": [[1.445305947191188, 43.592964433959274]]}";METRO PALAIS DE JUSTICE;68;18;oui;ALL JULES GUESDE;GUESDE (ALL JULES GUESDE);3;3105554812;Toulouse;31555;53852;448;42523
43.6113246752,1.45679944036;"{""type"": ""MultiPoint"", ""coordinates"": [[1.456799440355592, 43.61132467519905]]}";LEDUC;5;19;oui;RUE RENE LEDUC;LEDUC (RUE RENE LEDUC);5;3105557413;Toulouse;31555;24420;449;30150
43.6068412894,1.45804986996;"{""type"": ""MultiPoint"", ""coordinates"": [[1.45804986995685, 43.606841289369335]]}";GENERAL COMPANS;176;18;oui;RUE DU GEN JEAN COMPANS;COMPANS (RUE DU GEN JEAN COMPANS);1;3105552250;Toulouse;31555;13172;450;15929
43.612229853,1.47754712624;"{""type"": ""MultiPoint"", ""coordinates"": [[1.477547126240094, 43.612229853014234]]}";PLACE SOUPETARD;180;15;oui;PL DE SOUPETARD;SOUPETARD (PL DE SOUPETARD);3;3105558300;Toulouse;31555;4458;454;4200
43.5845764258,1.41570681318;"{""type"": ""MultiPoint"", ""coordinates"": [[1.415706813175606, 43.58457642584094]]}";DESBALS MONT DORE;187;15;oui;RUE HENRI DESBALS;DESBALS (RUE HENRI DESBALS);187;3105554140;Toulouse;31555;4897;461;6870
43.6018357449,1.45801583559;"{""type"": ""MultiPoint"", ""coordinates"": [[1.458015835593863, 43.60183574489798]]}";GOUJON PUJOL;196;20;oui;RUE JEAN GOUJON;GOUJON (RUE JEAN GOUJON);10;3105554584;Toulouse;31555;15376;468;16912
43.5833549065,1.48194817912;"{""type"": ""MultiPoint"", ""coordinates"": [[1.481948179118739, 43.583354906511346]]}";CHRIST ROI;207;17;oui;RUE DE L AUDE;AUDE (RUE DE L AUDE);25;3105550616;Toulouse;31555;655;479;1352
43.6276650594,1.46194309592;"{""type"": ""MultiPoint"", ""coordinates"": [[1.461943095916309, 43.627665059358684]]}";AMOUROUX SAINTE AUGUSTINE;218;18;oui;CHE AMOUROUX;AMOUROUX (CHE AMOUROUX);24B;3105550260;Toulouse;31555;1325;493;1391
43.6041619433,1.40726460664;"{""type"": ""MultiPoint"", ""coordinates"": [[1.407264606636008, 43.60416194326157]]}";FONTAINES CASSELARDIT;226;17;oui;RUE DES FONTAINES;FONTAINES (RUE DES FONTAINES);292;3105553380;Toulouse;31555;9078;496;13226
43.5741765862,1.46240924557;"{""type"": ""MultiPoint"", ""coordinates"": [[1.462409245571474, 43.574176586210044]]}";METRO RANGUEIL;166;20;oui;RUE EMILE GUYOU;GUYOU (RUE EMILE GUYOU);00;3105552978;Toulouse;31555;18542;502;15562
43.6327222473,1.43174888303;"{""type"": ""MultiPoint"", ""coordinates"": [[1.431748883026052, 43.63272224733915]]}";ETATS UNIS FERRY;243;18;oui;AV DES ETATS UNIS;UNIS (AV DES ETATS UNIS);96;3105553104;Toulouse;31555;3459;513;3142
43.6410053602,1.44854596556;"{""type"": ""MultiPoint"", ""coordinates"": [[1.448545965556449, 43.641005360228014]]}";BOUQUETINS ROSTAND;248;18;oui;RUE EDMOND ROSTAND;ROSTAND (RUE EDMOND ROSTAND);139;3105552888;Toulouse;31555;2221;515;2383
43.6256234436,1.43967698797;"{""type"": ""MultiPoint"", ""coordinates"": [[1.439676987970638, 43.625623443602315]]}";CURIE CAMPISTRON;150;20;oui;BD PIERRE ET MARIE CURIE;CURIE (BD PIERRE ET MARIE CURIE);88;3105556880;Toulouse;31555;4176;518;6145
43.56498489,1.47817624528;"{""type"": ""MultiPoint"", ""coordinates"": [[1.47817624528314, 43.5649848900326]]}";BELIN E.N.A.C.;223;20;oui;AV DU COLONEL ROCHE;ROCHE (AV DU COLONEL ROCHE);4;3105552202;Toulouse;31555;11967;524;6469
43.5960291075,1.41021964502;"{""type"": ""MultiPoint"", ""coordinates"": [[1.410219645018862, 43.596029107525595]]}";ELLA MAILLART - ROQUEMAUREL;9;17;oui;RUE ELLA MAILLART;MAILLART (RUE ELLA MAILLART);8;3105552941;Toulouse;31555;0;533;5577
43.5572334845,1.46526500951;"{""type"": ""MultiPoint"", ""coordinates"": [[1.465265009512588, 43.55723348445272]]}";NARBONNE IUFM;231;20;oui;RTE DE NARBONNE;NARBONNE (RTE DE NARBONNE);217;3105556196;Toulouse;31555;10661;534;8033
43.6474935582,1.43264037251;"{""type"": ""MultiPoint"", ""coordinates"": [[1.432640372514435, 43.64749355817188]]}";PLACE RICHÉ;259;20;oui;PL PAUL RICHE;RICHE (PL PAUL RICHE);;3105556642;Toulouse;31555;2443;538;2059
43.6007058528,1.48358375361;"{""type"": ""MultiPoint"", ""coordinates"": [[1.483583753609404, 43.60070585275275]]}";CHÂTEAU DE L'HERS;257;0;oui;CHE DU CHATEAU DE L HERS;HERS (CHE DU CHATEAU DE L HERS);;;Toulouse;31555;1357;546;972
43.5736943993,1.41398810198;"{""type"": ""MultiPoint"", ""coordinates"": [[1.413988101976132, 43.573694399326094]]}";TOURAINE;266;0;oui;RUE DE LA TOURAINE;TOURAINE (RUE DE LA TOURAINE);;;Toulouse;31555;2324;553;3288
43.5898907213,1.37784158963;"{""type"": ""MultiPoint"", ""coordinates"": [[1.377841589633064, 43.58989072132913]]}";PLACE SAUVEGRAIN;269;18;oui;PL JACQUES SAUVEGRAIN;SAUVEGRAIN (PL JACQUES SAUVEGRAIN);;3105558180;Toulouse;31555;2963;559;2083
43.6193313135,1.3969881689;"{""type"": ""MultiPoint"", ""coordinates"": [[1.396988168903306, 43.61933131345423]]}";ANCELY;271;0;oui;AV DES ARENES ROMAINES;ROMAINES (AV DES ARENES ROMAINES);110;3105550448;Toulouse;31555;3887;564;4789
43.5837779038,1.40641531228;"{""type"": ""MultiPoint"", ""coordinates"": [[1.40641531228392, 43.58377790375012]]}";PLACE CAMPAN;254;0;oui;PL LOUIS CAMPAN;CAMPAN (PL LOUIS CAMPAN);;;Toulouse;31555;367;568;2547
43.5946166266,1.45588906937;"{""type"": ""MultiPoint"", ""coordinates"": [[1.455889069369296, 43.59461662655505]]}";CAPTAINERIE PORT  - ST SAUVEUR;101;20;oui;PORT SAINT SAUVEUR;SAUVEUR (PORT SAINT SAUVEUR);5;3105558066;Toulouse;31555;30068;290;26419
43.5964570828,1.45092834305;"{""type"": ""MultiPoint"", ""coordinates"": [[1.450928343047424, 43.59645708278742]]}";JARDIN ROYAL;66;23;oui;RUE DU HUIT MAI 1945;MAI 1945 (RUE DU HUIT MAI 1945);0;3105554272;Toulouse;31555;10366;297;10267
43.6149887505,1.43291370931;"{""type"": ""MultiPoint"", ""coordinates"": [[1.432913709307341, 43.61498875052983]]}";HOTEL DE POLICE;123;15;oui;RUE DE CHAUSSAS;CHAUSSAS (RUE DE CHAUSSAS);1;3105551996;Toulouse;31555;25469;304;20904
43.6056429267,1.42802279231;"{""type"": ""MultiPoint"", ""coordinates"": [[1.428022792308054, 43.605642926689086]]}";SEJOURNE - CATALANS;82;16;oui;AV PAUL SEJOURNE;SEJOURNE (AV PAUL SEJOURNE);1;3105556648;Toulouse;31555;30805;307;29208
43.6112623008,1.4380734892;"{""type"": ""MultiPoint"", ""coordinates"": [[1.438073489198073, 43.611262300809294]]}";LASCROSSES -  PLACE ARNAUD BERNARD;90;26;oui;BD LASCROSSES;LASCROSSES (BD LASCROSSES);3B;3105555080;Toulouse;31555;26118;310;26368
43.605078253,1.43731413301;"{""type"": ""MultiPoint"", ""coordinates"": [[1.437314133009275, 43.60507825295084]]}";VALADE;29;19;oui;RUE VALADE;VALADE (RUE VALADE);31;3105558676;Toulouse;31555;46812;311;28999
43.6063052572,1.43840139063;"{""type"": ""MultiPoint"", ""coordinates"": [[1.43840139062854, 43.606305257209065]]}";PLACE ANATOLE FRANCE;30;25;oui;PL ANATOLE FRANCE;FRANCE (PL ANATOLE FRANCE);40;3105550272;Toulouse;31555;36074;312;24804
43.6103968153,1.44308450269;"{""type"": ""MultiPoint"", ""coordinates"": [[1.443084502694961, 43.6103968153377]]}";MERLY -  ARCOLE;57;15;oui;RUE MERLY;MERLY (RUE MERLY);15;3105555896;Toulouse;31555;21995;315;19667
43.612382621,1.45141348961;"{""type"": ""MultiPoint"", ""coordinates"": [[1.451413489607005, 43.6123826209941]]}";RAYMOND IV;97;20;oui;RUE RAYMOND IV;RAYMOND IV (RUE RAYMOND IV);00;3105557320;Toulouse;31555;18913;316;22285
43.6115693219,1.43966733129;"{""type"": ""MultiPoint"", ""coordinates"": [[1.439667331287608, 43.611569321865005]]}";ARCOLE -  BALANCE;91;23;oui;BD D ARCOLE;ARCOLE (BD D ARCOLE);48;3105550428;Toulouse;31555;22047;328;19876
43.6152867705,1.4428779309;"{""type"": ""MultiPoint"", ""coordinates"": [[1.442877930903229, 43.61528677053102]]}";MINIMES -  PASSERELLE;111;22;oui;BD DES MINIMES;MINIMES (BD DES MINIMES);38B;3105555960;Toulouse;31555;18479;332;18824
43.5876387848,1.4598495052;"{""type"": ""MultiPoint"", ""coordinates"": [[1.459849505196886, 43.58763878477771]]}";PONT DES DEMOISELLES;98;20;oui;ALL DES DEMOISELLES;DEMOISELLES (ALL DES DEMOISELLES);80;3105552584;Toulouse;31555;24582;335;21660
43.6090407826,1.44109967115;"{""type"": ""MultiPoint"", ""coordinates"": [[1.441099671153311, 43.60904078255614]]}";SAINT SERNIN -  GATIEN ARNOULT;55;13;oui;RUE GATIEN ARNOULT;ARNOULT (RUE GATIEN ARNOULT);2;3105553780;Toulouse;31555;11928;336;10072
43.5952289038,1.44538657568;"{""type"": ""MultiPoint"", ""coordinates"": [[1.445386575675431, 43.595228903815624]]}";NAZARETH -  LANGUEDOC;47;25;oui;RUE DU LANGUEDOC;LANGUEDOC (RUE DU LANGUEDOC);12;3105555000;Toulouse;31555;15877;347;16113
43.5985644556,1.43505005327;"{""type"": ""MultiPoint"", ""coordinates"": [[1.435050053267573, 43.59856445556342]]}";REPUBLIQUE - PLACE OLIVIER;76;20;oui;RUE DE LA REPUBLIQUE;REPUBLIQUE (RUE DE LA REPUBLIQUE);34;3105557428;Toulouse;31555;24212;359;10295
43.6080099354,1.42860286856;"{""type"": ""MultiPoint"", ""coordinates"": [[1.428602868557709, 43.608009935378]]}";HERACLES - BEARNAIS;86;18;oui;RUE DU BEARNAIS;BEARNAIS (RUE DU BEARNAIS);23;3105550948;Toulouse;31555;23761;360;21356
43.6027020651,1.45444839893;"{""type"": ""MultiPoint"", ""coordinates"": [[1.454448398925485, 43.602702065094064]]}";ST AUBIN  - CAMICHEL;41;20;oui;RUE CHARLES CAMICHEL;CAMICHEL (RUE CHARLES CAMICHEL);1;3105551560;Toulouse;31555;36731;361;28376
43.6088961907,1.4530070198;"{""type"": ""MultiPoint"", ""coordinates"": [[1.453007019796698, 43.60889619074601]]}";JAURES  -  STALINGRAD;62;23;oui;ALL JEAN JAURES;JAURES (ALL JEAN JAURES);71T;3105554600;Toulouse;31555;9358;363;8993
43.607436201,1.44465392586;"{""type"": ""MultiPoint"", ""coordinates"": [[1.444653925856657, 43.60743620096068]]}";PERIGORD;14;20;oui;RUE DE PERIGORD;PERIGORD (RUE DE PERIGORD);26;3105556756;Toulouse;31555;17684;364;17774
43.6099785963,1.4196129267;"{""type"": ""MultiPoint"", ""coordinates"": [[1.419612926698242, 43.609978596257804]]}";CHAPOU;119;24;oui;ALL DE BRIENNE;BRIENNE (ALL DE BRIENNE);129;3105551424;Toulouse;31555;24475;376;23945
43.613876865,1.45148809226;"{""type"": ""MultiPoint"", ""coordinates"": [[1.451488092258469, 43.61387686502015]]}";SEMARD -  GARE ROUTIERE;94;20;oui;BD PIERRE SEMARD;SEMARD (BD PIERRE SEMARD);73;3105556916;Toulouse;31555;24056;378;20031
43.6041843287,1.44540497478;"{""type"": ""MultiPoint"", ""coordinates"": [[1.44540497477852, 43.60418432874564]]}";POIDS DE L'HUILE;1;20;oui;RUE DU POIDS DE L HUILE;HUILE (RUE DU POIDS DE L HUILE);12;3105556972;Toulouse;31555;44300;381;30801
43.6056186711,1.43449255912;"{""type"": ""MultiPoint"", ""coordinates"": [[1.43449255911763, 43.6056186710875]]}";DUPORTAL - CANAL DE BRIENNE;51;18;oui;BD ARMAND DUPORTAL;DUPORTAL (BD ARMAND DUPORTAL);1;3105550492;Toulouse;31555;27068;384;20838
43.6207081615,1.43561908265;"{""type"": ""MultiPoint"", ""coordinates"": [[1.43561908265263, 43.620708161478106]]}";MINIMES - MARCHE AU COCHONS;133;20;oui;AV DES MINIMES;MINIMES (AV DES MINIMES);71;3105555956;Toulouse;31555;16738;393;17287
43.5886263725,1.45065274572;"{""type"": ""MultiPoint"", ""coordinates"": [[1.450652745717897, 43.588626372491795]]}";PLACE DU BUSCA;118;17;oui;PL DU BUSCA;BUSCA (PL DU BUSCA);2;3105551464;Toulouse;31555;18533;403;14735
43.6009101182,1.45072441426;"{""type"": ""MultiPoint"", ""coordinates"": [[1.450724414255123, 43.600910118229166]]}";METZ  - REMPART ST ETIENNE;99;20;oui;RUE DU REMPART ST ETIENNE;ETIENNE (RUE DU REMPART ST ETIENNE);5;3105557384;Toulouse;31555;19637;406;17199
43.5899454385,1.43219351659;"{""type"": ""MultiPoint"", ""coordinates"": [[1.432193516586127, 43.58994543847616]]}";MURET -  BARTHERE;104;20;oui;AV DE MURET;MURET (AV DE MURET);223B;3105556160;Toulouse;31555;15339;407;13401
43.5955021269,1.41843992755;"{""type"": ""MultiPoint"", ""coordinates"": [[1.418439927550583, 43.59550212687599]]}";BARRIERE DE LOMBEZ;139;20;oui;AV DE LOMBEZ;LOMBEZ (AV DE LOMBEZ);39;3105555308;Toulouse;31555;18986;415;16655
43.5816721747,1.4136357547;"{""type"": ""MultiPoint"", ""coordinates"": [[1.413635754695333, 43.581672174677216]]}";DESBALS SAINTONGE;143;20;oui;RUE HENRI DESBALS;DESBALS (RUE HENRI DESBALS);145;3105554140;Toulouse;31555;4457;419;276
43.6197021555,1.42917415173;"{""type"": ""MultiPoint"", ""coordinates"": [[1.429174151725691, 43.61970215554214]]}";CHAUSSAS DAUDET;147;19;oui;RUE DE CHAUSSAS;CHAUSSAS (RUE DE CHAUSSAS);96;3105551996;Toulouse;31555;12231;423;11710
43.6246222645,1.44311909743;"{""type"": ""MultiPoint"", ""coordinates"": [[1.44311909742902, 43.62462226453615]]}";CURIE NEGRENEYS;151;20;oui;BD PIERRE ET MARIE CURIE;CURIE (BD PIERRE ET MARIE CURIE);27;3105556880;Toulouse;31555;10087;425;9948
43.6241333206,1.43848239495;"{""type"": ""MultiPoint"", ""coordinates"": [[1.438482394954704, 43.6241333206149]]}";THEATRE DES MAZADES;152;20;oui;AV DES MAZADES;MAZADES (AV DES MAZADES);10;3105555848;Toulouse;31555;6302;426;8389
43.5829164365,1.44859626279;"{""type"": ""MultiPoint"", ""coordinates"": [[1.448596262790887, 43.58291643650011]]}";URSS RECOLLETS;157;18;oui;AV DE L URSS;URSS (AV DE L URSS);16B;3105558660;Toulouse;31555;10628;431;9047
43.5766426282,1.45484622844;"{""type"": ""MultiPoint"", ""coordinates"": [[1.454846228441905, 43.57664262821746]]}";RANGUEIL BEDOUCE;161;16;oui;AV DE RANGUEIL;RANGUEIL (AV DE RANGUEIL);35;3105557268;Toulouse;31555;6358;435;7780
43.6169503757,1.4736208229;"{""type"": ""MultiPoint"", ""coordinates"": [[1.473620822896019, 43.6169503756629]]}";CASSAING PLANA;179;17;oui;CHE CASSAING;CASSAING (CHE CASSAING);4;3105551744;Toulouse;31555;1813;453;2236
43.5979952378,1.42016702487;"{""type"": ""MultiPoint"", ""coordinates"": [[1.420167024865603, 43.59799523776706]]}";BARRIERE DE BAYONNE;138;20;oui;BRE DE BAYONNE;BAYONNE (BRE DE BAYONNE);2;3105550924;Toulouse;31555;17457;459;16800
43.5815292409,1.42546059831;"{""type"": ""MultiPoint"", ""coordinates"": [[1.425460598314955, 43.58152924085258]]}";MURET BOUTINON;189;20;oui;AV DE MURET;MURET (AV DE MURET);44;3105556160;Toulouse;31555;10021;463;6641
43.5773029258,1.42399290177;"{""type"": ""MultiPoint"", ""coordinates"": [[1.42399290177347, 43.577302925826665]]}";OUSTALOUS;190;20;oui;RTE D ESPAGNE;ESPAGNE (RTE D ESPAGNE);39;3105553064;Toulouse;31555;6108;464;9345
43.587777109,1.40955573438;"{""type"": ""MultiPoint"", ""coordinates"": [[1.409555734375372, 43.587777108976375]]}";ST SIMON PRADO;192;18;oui;RTE DE SAINT SIMON;SIMON (RTE DE SAINT SIMON);355;3105557988;Toulouse;31555;3338;466;3392
43.5973230436,1.45896112631;"{""type"": ""MultiPoint"", ""coordinates"": [[1.458961126308661, 43.59732304361952]]}";LAROUSSE RIEUX;195;20;oui;AV JEAN RIEUX;RIEUX (AV JEAN RIEUX);4;3105554652;Toulouse;31555;17251;469;17169
43.5816739013,1.47585362475;"{""type"": ""MultiPoint"", ""coordinates"": [[1.475853624745652, 43.58167390133857]]}";SAINT EXUPERY ECOLE COURREGE;202;17;oui;AV ANTOINE DE ST EXUPERY;EXUPERY (AV ANTOINE DE ST EXUPERY);165;3105557772;Toulouse;31555;2853;474;3840
43.5868580251,1.46318435935;"{""type"": ""MultiPoint"", ""coordinates"": [[1.463184359345777, 43.586858025098294]]}";PL ROGER ARNAUD;204;18;oui;PL ROGER ARNAUD;ARNAUD (PL ROGER ARNAUD);1;3105557568;Toulouse;31555;15185;477;14450
43.6297737136,1.46654721089;"{""type"": ""MultiPoint"", ""coordinates"": [[1.466547210887484, 43.62977371361549]]}";AMOUROUX SAINT TROPEZ;217;18;oui;CHE AMOUROUX;AMOUROUX (CHE AMOUROUX);42;3105550260;Toulouse;31555;2493;492;3105
43.5764436931,1.40666358575;"{""type"": ""MultiPoint"", ""coordinates"": [[1.406663585745594, 43.57644369307858]]}";VAUQUELIN;221;20;oui;RUE NICOLAS L VAUQUELIN;VAUQUELIN (RUE NICOLAS L VAUQUELIN);85;3105556267;Toulouse;31555;3968;495;3557
43.5680384337,1.4644474838;"{""type"": ""MultiPoint"", ""coordinates"": [[1.464447483795627, 43.56803843370933]]}";METRO PHARMACIE;228;20;oui;CHE DES MARAICHERS;MARAICHERS (CHE DES MARAICHERS);35;3105555576;Toulouse;31555;19239;497;15205
43.5714904569,1.46269876706;"{""type"": ""MultiPoint"", ""coordinates"": [[1.462698767055689, 43.57149045693423]]}";IUT RANGUEIL;229;20;oui;AV DE RANGUEIL;RANGUEIL (AV DE RANGUEIL);129;3105557268;Toulouse;31555;7497;499;6591
43.6357875451,1.44383583378;"{""type"": ""MultiPoint"", ""coordinates"": [[1.443835833775359, 43.63578754512954]]}";RENAN VITRY;244;18;oui;RUE ERNEST RENAN;RENAN (RUE ERNEST RENAN);93;3105553044;Toulouse;31555;2773;512;2793
